redcap_data_access_group,redcap_data_access_group_unlabelled,dag_id,place_name,postcode,country,lon,lat,ccg,postcode_start,city,site_type,nhs_region
aberdeen_royal_inf,aberdeen_royal_inf,N100H,Aberdeen Royal Infirmary,AB25 2ZN,Scotland,-2.137269,57.1547,S08000020,AB25,Aberdeen,Acute,Scotland
aberdeen_royal_inf,aberdeen_royal_inf,N101,Aberdeen Royal Infirmary,AB25 2ZN,Scotland,-2.137269,57.1547,S08000020,AB25,Aberdeen,Acute,Scotland
aberdeen_royal_inf,NA,N101H5,Aberdeen Royal Infirmary,AB25 2ZN,Scotland,-2.137269,57.1547,S08000020,AB25,Aberdeen,Acute,Scotland
aberdeen_royal_inf,NA,N1015,Aberdeen Royal Infirmary,AB25 2ZN,Scotland,-2.137269,57.1547,S08000020,AB25,Aberdeen,Acute,Scotland
nhs_lothian,nhs_lothian,S134H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,EH16,Edinburgh,Acute,Scotland
nhs_lothian,nhs_lothian,S341H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,EH16,Edinburgh,Acute,Scotland
nhs_lothian,nhs_lothian,SL116,Western General Hospital,EH4 2XU,Scotland,-3.2338808,55.9621052,S08000024,EH4,Edinburgh,Acute,Scotland
east_kent_hospital,NA,RVV094,Queen Elizabeth The Queen Mother Hospital,CT9 4AN,England,1.3893987,51.37805,E38000184,CT9,Kent,Acute,South East
buckinghamshire_he,NA,RXQ020,Stoke Mandeville Hospital,HP21 8AL,England,-0.8008387,51.79839,E38000223,HP21,Aylesbury Vale,Acute,South East
buckinghamshire_he,buckinghamshire_he,RZQ02,Stoke Mandeville Hospital,HP21 8AL,England,-0.8008387,51.79839,E38000223,HP21,Aylesbury Vale,Acute,South East
medway_community_h,medway_community_h,VLXF4,Medway Community Healthcare,ME1 3QY,England,0.5163534,51.3770708,E38000237,ME1,Medway,Community,South East
aneurin_bevan_univ,aneurin_bevan_univ,11049,aneurin_bevan_univ,NP11 5GH,Wales,-3.1404429,51.66249759999999,W11000028,NP11,Caerphilly,Acute,Wales
aneurin_bevan_univ,aneurin_bevan_univ,11407,aneurin_bevan_univ,NP11 5GH,Wales,-3.1404429,51.66249759999999,W11000028,NP11,Caerphilly,Acute,Wales
aneurin_bevan_univ,aneurin_bevan_univ,11409,aneurin_bevan_univ,NP11 5GH,Wales,-3.1404429,51.66249759999999,W11000028,NP11,Caerphilly,Acute,Wales
aneurin_bevan_univ,NA,114090,aneurin_bevan_univ,NP11 5GH,Wales,-3.1404429,51.66249759999999,W11000028,NP11,Caerphilly,Acute,Wales
aneurin_bevan_univ,NA,114091,aneurin_bevan_univ,NP11 5GH,Wales,-3.1404429,51.66249759999999,W11000028,NP11,Caerphilly,Acute,Wales
aneurin_bevan_univ,NA,ABU11,aneurin_bevan_univ,NP11 5GH,Wales,-3.1404429,51.66249759999999,W11000028,NP11,Caerphilly,Acute,Wales
belfast,belfast,RRRR1,Belfast,BT9 7AB,Northern Ireland,-5.9441331,54.5872059,,BT9,Belfast,Acute,Northern Ireland
livewell_southwest,livewell_southwest,NR501,Mount Gould Hospital,PL4 7QD,England,-4.111707,50.3789894,E38000230,PL4,Plymouth,Community,South West
royal_united_hospi,NA,RD130=0,,BA1 3NG,England,-2.391191,51.39284,E38000009,BA1,Bath and North East Somerset,Acute,South West
royal_united_hospi,NA,RD1300,,BA1 3NG,England,-2.391191,51.39284,E38000009,BA1,Bath and North East Somerset,Acute,South West
chesterfield_royal,chesterfield_royal,RFSDA,Chesterfield Royal Hospital,S44 5BL,England,-1.4000484,53.2362328,E38000229,S44,Bolsover,Acute,Midlands
nottinghamshire_he,nottinghamshire_he,RHAPA,Duncan Macmillan House,NG3 6AA,England,-1.1264274,52.979292,E38000132,NG3,Gedling,Mental,Midlands
sherwood_forest_ho,sherwood_forest_ho,RK5BC,King's Mill Hospital,NG17 4JL,England,-1.2335786,53.13457320000001,E38000103,NG17,Ashfield,Acute,Midlands
kettering_general,kettering_general,RNQ51,Kettering General Hospital,NN16 8UZ,England,-0.7412783,52.4027973,E38000108,NN16,Kettering,Acute,Midlands
northampton_genera,northampton_genera,RNS01,Northampton General Hospital (Acute),NN1 5BD,England,-0.8838292000000001,52.23606840000001,E38000108,NN1,Northampton,Acute,Midlands
northamptonshire_h,northamptonshire_h,RP1V4,Berrywood Hospital,NN5 6UD,England,-0.9604398999999999,52.2476292,E38000108,NN5,Northampton,NA,Midlands
lincolnshire_partn,lincolnshire_partn,RP7SG,Lincolnshire Partnership Nhs Foundation Trust Hq,LN1 1FS,England,-0.5569057,53.2440509,E38000100,LN1,West Lindsey,Community,Midlands
leicestershire_par,leicestershire_par,RT5KP,Community Rehabilitation Team (East),LE2 2PL,England,-1.1044067,52.6153916,E38000097,LE2,Leicester,Community,Midlands
university_hospita,university_hospita,RTG02,Burton Hospital,DE13 0RB,England,-1.6563787,52.8177927,E38000053,DE13,East Staffordshire,Acute,Midlands
united_lincolnshir,united_lincolnshir,RWDDA,Lincoln County Hospital,LN2 5QY,England,-0.5196351,53.2335974,E38000100,LN2,West Lindsey,Acute,Midlands
united_lincolnshir,united_lincolnshir,RWDLA,Pilgrim Hospital,PE21 9QS,England,-0.0097936,52.99102,E38000099,PE21,Boston,Acute,Midlands
united_lincolnshir,united_lincolnshir,RWDLP,Grantham & District Hospital,NG31 8DG,England,-0.6407089,52.92110839999999,E38000165,NG31,South Kesteven,Acute,Midlands
university_hospitab,university_hospitab,RWEAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1359527,52.6268003,E38000097,LE1,Leicester,Acute,Midlands
nottingham_univers,nottingham_univers,RX1CC,Nottingham University Hospitals Nhs Trust - City Campus,NG5 1PB,England,-1.16008,52.99022,E38000132,NG5,Nottingham,Acute,Midlands
nottingham_univers,nottingham_univers,RX1RA,Nottingham University Hospitals Nhs Trust - Queen's Medical Centre Campus,NG7 2UH,England,-1.185,52.94435,E38000132,NG7,Nottingham,Acute,Midlands
lincolnshire_commu,lincolnshire_commu,RY5HQ,Lincolnshire Community Health Services Unit 11,NG34 8GG,England,-0.3925149,53.0088745,E38000165,NG34,North Kesteven,Community,Midlands
mid_and_south_esse,mid_and_south_esse,RAJ01,Southend Hospital,SS0 0RY,England,0.6886466,51.5538417,E38000168,SS0,Southend-on-Sea,Acute,East of England
mid_and_south_esse,mid_and_south_esse,RAT01,Southend Hospital,SS0 0RY,England,0.6877328,51.55386,E38000168,SS0,Southend-on-Sea,Acute,East of England
bedfordshire_hospi,bedfordshire_hospi,RC112,Bedford Hospital,MK42 9DJ,England,-0.4724734,52.1282765,E38000010,MK42,Bedford,Acute,East of England
luton_and_dunstabl,luton_and_dunstabl,RC971,Luton & Dunstable Hospital,LU4 0DZ,England,-0.4744046,51.89415169999999,E38000102,LU4,Luton,Acute,East of England
the_queen_elizabet,the_queen_elizabet,RCX70,The Queen Elizabeth Hospital,PE30 4ET,England,0.446694,52.7566298,E38000203,PE30,West Norfolk,Acute,East of England
milton_keynes_univ,milton_keynes_univ,RD816,Milton Keynes Hospital,MK6 5LD,England,-0.7357598999999999,52.0263838,E38000107,MK6,Milton Keynes,Acute,East of England
basildon_and_thurr,basildon_and_thurr,RDDH0,Basildon University Hospital,SS16 5NL,England,0.4505869,51.5576793,E38000007,SS16,Basildon,Acute,East of England
ipswich_hospital,ipswich_hospital,RDE03,Ipswich Hospital,IP4 5PD,England,1.1979451,52.0568633,E38000086,IP4,Ipswich,Acute,East of England
east_suffolk_and_n,east_suffolk_and_n,RDEE4,Colchester General Hospital,CO4 5JL,England,0.8997715,51.91029,E38000117,CO4,Colchester,Acute,East of England
royal_papworth_hos,royal_papworth_hos,RGM21,Royal Papworth Hospital,CB2 0AY,England,NA,NA,E38000026,CB2,Cambridge,Acute,East of England
north_west_anglia,north_west_anglia,RGN80,Peterborough City Hospital,PE3 9GZ,England,-0.2793709,52.5839399,E38000026,PE3,Peterborough,Acute,East of England
north_west_anglia,north_west_anglia,RGN90,Hinchingbrooke Hospital,PE29 6NT,England,-0.2026578,52.33336389999999,E38000026,PE29,Huntingdonshire,Acute,East of England
james_paget_univer,james_paget_univer,RGP75,James Paget University Hospital,NR31 6LA,England,1.7180035,52.5616974,E38000063,NR31,Norfolk,Acute,East of England
west_suffolk_hospi,west_suffolk_hospi,RGR50,West Suffolk Hospital,IP33 2QZ,England,0.709205,52.2316785,E38000204,IP33,St Edmundsbury,Acute,East of England
addenbrookes_hospi,addenbrookes_hospi,RGT01,Addenbrooke's Hospital,CB2 0QQ,England,0.1391426,52.1737533,E38000026,CB2,Cambridge,Acute,East of England
norfolk_and_norwic,norfolk_and_norwic,RM102,Norfolk & Norwich University Hospital,NR4 7UY,England,1.2211953,52.6175674,E38000219,NR4,Norfolk,Acute,East of England
norfolk_and_suffol,norfolk_and_suffol,RMY01,Hellesdon Hospital,NR6 5BE,England,1.2508937,52.6595565,E38000218,NR6,Norfolk,Community,East of England
mid_and_south_esse,mid_and_south_esse,RQ8L0,Broomfield Hospital,CM1 7ET,England,0.4660209,51.7746615,E38000106,CM1,Chelmsford,Acute,East of England
the_princess_alexa,the_princess_alexa,RQWG0,Princess Alexandra Hospital,CM20 1QX,England,0.08548399999999999,51.77153449999999,E38000197,CM20,Harlow,Acute,East of England
cambridge_and_pete,cambridge_and_pete,RT113,Fulbourn Hospital,CB21 5EF,England,0.1883292,52.1845048,E38000026,CB21,Cambridge,Community,East of England
west_hertfordshire,west_hertfordshire,RWG02,Watford General Hospital,WD18 0HB,England,-0.4041647,51.6489258,E38000079,WD18,Watford,Acute,East of England
east_and_north_her,east_and_north_her,RWH01,Lister Hospital,SG1 4AB,England,-0.2127027,51.9246176,E38000049,SG1,Stevenage,Acute,East of England
hertfordshire_part,hertfordshire_part,RWR99,Trust Head Office,AL3 5TL,England,-0.3455961,51.7619373,E38000079,AL3,St Albans,Mental,East of England
norfolk_community,norfolk_community,RY312,Norwich Community Hospital,NR2 3TU,England,1.2624889,52.6339474,E38000218,NR2,Norfolk,Community,East of England
mid_and_south_esse,mid_and_south_esse,TAJ01,Southend Hospital,SS0 0RY,England,0.6877328,51.55386,E38000168,SS0,Southend-on-Sea,Acute,East of England
barts_health_nhs_t,barts_health_nhs_t,R1H11,Gateway Surgical Centre,E13 8SL,England,0.0347445,51.52277729999999,E38000113,E13,Newham,NA,London
st_bartholomews,st_bartholomews,R1H12,The Royal London Hospital,E1 1BB,England,-0.0581062,51.51901909999999,E38000186,E1,Tower Hamlets,Acute,London
barts_health_nhs_t,barts_health_nhs_t,R1H41,Barking Birth Centre,IG11 9LX,England,0.0987541,51.538565,E38000004,IG11,Barking and Dagenham,NA,London
barts_health_nhs_t,barts_health_nhs_t,R1H86,Blt Private Hospitals,E1 1BB,England,-0.0581062,51.51901909999999,E38000186,E1,Tower Hamlets,NA,London
barts_health_nhs_t,barts_health_nhs_t,R1H90,Blt Birth Centre,E14 8JH,England,-0.0256981,51.5008071,E38000186,E14,Tower Hamlets,NA,London
barts_health_nhs_t,barts_health_nhs_t,R1HKH,Whipps Cross University Hospital,E11 1NR,England,0.0026656,51.5788328,E38000192,E11,Waltham Forest,NA,London
barts_health_nhs_t,barts_health_nhs_t,R1HM0,St Bartholomew's Hospital,EC1A 7BE,England,-0.1003783,51.51775139999999,E38000035,EC1A,City of London,NA,London
barts_health_nhs_t,barts_health_nhs_t,R1HNH,Newham General Hospital,E13 8SL,England,0.0347445,51.52277729999999,E38000113,E13,Newham,NA,London
northwick_park,northwick_park,R1K01,Northwick Park Hospital,HA1 3UJ,England,-0.3220147,51.5754086,E38000020,HA1,Harrow,Acute,London
northwick_park,northwick_park,R1K02,Central Middlesex Hospital,NW10 7NS,England,-0.2691373,51.5309377,E38000020,NW10,Brent,Acute,London
london_north_west,london_north_west,R1K03,St Marks Hospital,HA1 3UJ,England,-0.3220147,51.5754086,E38000020,HA1,Harrow,Acute,London
london_north_west,london_north_west,R1K04,Ealing Hospital,UB1 3HW,England,-0.3454735,51.5076063,E38000048,UB1,Ealing,Acute,London
royal_free_hospita,royal_free_hospita,RAL01,Royal Free Hospital,NW3 2QG,England,-0.165298,51.5532265,E38000027,NW3,Camden,Acute,London
royal_free_hospita,royal_free_hospita,RAL26,Barnet Hospital,EN5 3DJ,England,-0.2141269,51.65072869999999,E38000005,EN5,Barnet,Acute,London
north_middlesex_un,north_middlesex_un,RAPNM,North Middlesex Hospital,N18 1QX,England,-0.0737245,51.6130962,E38000057,N18,Enfield,Acute,London
hillingdon_hospita,hillingdon_hospita,RAS01,Hillingdon Hospital,UB8 3NN,England,-0.4611546,51.5260778,E38000082,UB8,Hillingdon,Acute,London
kingston_hospital,kingston_hospital,RAX01,Kingston Hospital,KT2 7QB,England,-0.2826013,51.4148259,E38000090,KT2,Kingston upon Thames,Acute,London
barking_havering_a,barking_havering_a,RF4QH,Queen's Hospital,RM7 0AG,England,0.1790579,51.56864849999999,E38000077,RM7,Havering,Acute,London
guys_and_st_thomas,guys_and_st_thomas,RJ122,St Thomas' Hospital,SE1 7EH,England,-0.1188797,51.4979597,E38000092,SE1,Southwark,Acute,London
lewisham_and_green,lewisham_and_green,RJ224,University Hospital Lewisham,SE13 6LH,England,-0.017025,51.4543293,E38000098,SE13,Lewisham,Acute,London
lewisham_and_green,lewisham_and_green,RJ231,Queen Elizabeth Hospital,SE18 4QH,England,0.0500691,51.4781937,E38000066,SE18,Greenwich,Acute,London
croydon_health_ser,croydon_health_ser,RJ611,Croydon University Hospital,CR7 7YE,England,-0.1087576,51.3891284,E38000040,CR7,Croydon,Acute,London
st_georges_univers,st_georges_univers,RJ701,St George's Hospital (Tooting),SW17 0QT,England,-0.1756937,51.42668159999999,E38000193,SW17,Wandsworth,Acute,London
kings_college_hosp,kings_college_hosp,RJZ01,King's College Hospital (Denmark Hill),SE5 9RS,England,-0.0938899,51.4680779,E38000092,SE5,Lambeth,Acute,London
whittington_health,whittington_health,RKEQ4,The Whittington Hospital,N19 5NF,England,-0.1390663,51.5664822,E38000088,N19,Islington,Acute,London
west_london_nhs_tr,west_london_nhs_tr,RKL99,Armstrong Way Mh,UB2 4SA,England,NA,NA,E38000048,UB2,Ealing,NA,London
chelsea__westminst,chelsea__westminst,RMQ91,Tameside General Hospital,OL6 9RW,England,-2.0714322,53.49154619999999,E38000182,OL6,Tameside,Acute,North West
the_royal_marsden,the_royal_marsden,RPY01,The Royal Marsden Hospital (Surrey),SW3 6JJ,England,-0.1725408,51.49056179999999,E38000202,SW3,Kensington and Chelsea,Acute,London
the_royal_marsden,the_royal_marsden,RPY02,The Royal Marsden Hospital (Surrey),SM2 5PT,England,-0.1910894,51.34347649999999,E38000179,SM2,Sutton,Acute,London
chelsea__westminst,chelsea__westminst,RQM01,Chelsea & Westminster Hospital,SW10 9NH,England,-0.1816199,51.48430920000001,E38000202,SW10,Kensington and Chelsea,Acute,London
homerton_universit,homerton_universit,RQXM1,Homerton University Hospital,E9 6SR,England,-0.0460716,51.550635,E38000035,E9,Hackney,Acute,London
south_west_london,south_west_london,RQY01,Springfield University Hospital,SW17 7DJ,England,-0.1723476,51.43735789999999,E38000193,SW17,Wandsworth,Community,London
royal_brompton_and,royal_brompton_and,RT301,Harefield Hospital,UB9 6JH,England,-0.4827470999999999,51.6067317,E38000082,UB9,South Buckinghamshire,Acute,London
royal_brompton_and,royal_brompton_and,RT302,Royal Brompton Hospital,SW3 6NP,England,-0.1708305,51.4897438,E38000202,SW3,Kensington and Chelsea,Acute,London
central_and_north,central_and_north,RV3AN,Hillingdon Hospital,UB8 3NN,England,-0.4611546,51.5260778,E38000082,UB8,Hillingdon,Acute,London
central_and_north,central_and_north,RV3HA,Topas,MK2 3QH,England,NA,NA,E38000107,MK2,Milton Keynes,NA,East of England
central_and_north,central_and_north,RV3HE,Windsor Intermediate Care Unit (Wicu),MK3 6EN,England,-0.747617,51.9974233,E38000107,MK3,Milton Keynes,NA,East of England
central_and_north,central_and_north,RV3J8,Hillingdon Memory Svc,UB8 3NN,England,-0.4611546,51.5260778,E38000082,UB8,Hillingdon,NA,London
central_and_north,central_and_north,RV312,Park Royal Centre For Mental Health,NW10 7NS,England,-0.2691373,51.5309377,E38000020,NW10,Brent,NA,London
central_and_north,central_and_north,RV320,St Charles Hospital,W10 6DZ,England,-0.2171937,51.5223636,E38000202,W10,Kensington and Chelsea,NA,London
central_and_north,central_and_north,RV355,Roxbourne Hospital,HA2 0UE,England,-0.3631159,51.56737409999999,E38000074,HA2,Harrow,NA,London
central_and_north,central_and_north,RV383,Northwick Park Hospital,HA1 3UJ,England,-0.3220147,51.5754086,E38000020,HA1,Harrow,Acute,London
central_and_north,central_and_north,RV396,7A Woodfield Road,W9 2BA,England,-0.2000502,51.52283019999999,E38000202,W9,Westminster,NA,London
central_and_north,central_and_north,RV397,Vincent Square Clinic,SW1P 2QU,England,-0.1347057,51.4918007,E38000031,SW1P,Westminster,NA,London
epsom__st_helier_n,epsom__st_helier_n,RVR05,St Helier Hospital,SM5 1AA,England,-0.1836165,51.3803121,E38000179,SM5,Sutton,Acute,London
hounslow_and_richm,hounslow_and_richm,RY901,Urgent Care Centre,TW7 6AF,England,-0.3244123,51.4736482,E38000084,TW7,Hounslow,Community,London
imperial_college_h,imperial_college_h,RYJ01,St Mary's Hospital,W2 1NY,England,-0.1735446,51.516971,E38000202,W2,Westminster,Acute,London
imperial_college_h,imperial_college_h,RYJ02,Charing Cross Hospital,W6 8RF,England,-0.2199118,51.4870459,E38000070,W6,Hammersmith and Fulham,Acute,London
imperial_college_h,imperial_college_h,RYJ03,Hammersmith Hospital,W12 0HS,England,-0.2346974,51.5174215,E38000070,W12,Hammersmith and Fulham,Acute,London
camden__islington,camden__islington,TAF01,St Pancras Hospital,NW1 0PE,England,-0.1316317,51.53665239999999,E38000027,NW1,Camden,NA,London
south_tyneside_and,south_tyneside_and,R0B0Q,South Tyneside District Hospital,NE34 0PL,England,-1.4284684,54.9712083,E38000163,NE34,South Tyneside,Community,North East and Yorkshire
south_tyneside_and,south_tyneside_and,R0B01,Sunderland Royal Hospital,SR4 7TP,England,-1.4103269,54.902214,E38000176,SR4,Sunderland,Acute,North East and Yorkshire
bradford_teaching,bradford_teaching,RAE01,Bradford Royal Infirmary,BD9 6RJ,England,-1.7946997,53.80599489999999,E38000019,BD9,Bradford,Acute,North East and Yorkshire
york_teaching_hosp,york_teaching_hosp,RCB55,York Hospital,YO31 8HE,England,-1.0842936,53.96897,E38000188,YO31,York,Acute,North East and Yorkshire
york_teaching_hosp,york_teaching_hosp,RCBCA,Scarborough General Hospital,YO12 6QL,England,-0.4347693,54.28172499999999,E38000145,YO12,North Yorkshire,Acute,North East and Yorkshire
harrogate_district,harrogate_district,RCD01,Harrogate District Hospital,HG2 7SX,England,-1.5175789,53.99382180000001,E38000073,HG2,Harrogate,Acute,North East and Yorkshire
airedale_general_h,airedale_general_h,RCF22,Airedale General Hospital,BD20 6TD,England,-1.9626978,53.89802900000001,E38000001,BD20,Bradford,Acute,North East and Yorkshire
sheffield_children,sheffield_children,RCUEF,Sheffield Children's Hospital,S10 2TH,England,-1.4906281,53.3806172,E38000146,S10,Sheffield,Acute,North East and Yorkshire
barnsley_hospital,barnsley_hospital,RFFAA,Barnsley Hospital,S75 2EP,England,-1.4994944,53.5591496,E38000006,S75,Barnsley,Acute,North East and Yorkshire
the_rotherham_nhsf,the_rotherham_nhsf,RFRPA,Rotherham District General Hospital,S60 2UD,England,-1.3428811,53.41399070000001,E38000141,S60,Rotherham,Acute,North East and Yorkshire
leeds_and_york_par,leeds_and_york_par,RGD03,Leeds General Infirmary,LS1 3EX,England,-1.5517479,53.8014611,E38000225,LS1,Leeds,Acute,North East and Yorkshire
leeds_and_york_par,leeds_and_york_par,RGD05,The Mount,LS2 9LN,England,-1.5588562,53.804094,E38000225,LS2,Leeds,Mental,North East and Yorkshire
leeds_and_york_par,leeds_and_york_par,RGD17,St Mary's Hospital,LS12 3QE,England,-1.612402,53.7999196,E38000225,LS12,Leeds,Acute,North East and Yorkshire
leeds_and_york_par,leeds_and_york_par,RGDAB,Newsam Centre,LS14 6WB,England,-1.4714906,53.80495459999999,E38000225,LS14,Leeds,Mental,North East and Yorkshire
leeds_and_york_par,leeds_and_york_par,RGDBL,Becklin Centre,LS9 7BE,England,-1.5232156,53.8070585,E38000225,LS9,Leeds,Mental,North East and Yorkshire
leeds_and_york_par,leeds_and_york_par,RGDPL,Parkside Lodge,LS12 2HE,England,-1.5900292,53.799315,E38000225,LS12,Leeds,NA,North East and Yorkshire
sheffield_teaching,sheffield_teaching,RHQHH,Royal Hallamshire Hospital,S10 2JF,England,-1.4933305,53.3783725,E38000146,S10,Sheffield,Acute,North East and Yorkshire
sheffield_teaching,sheffield_teaching,RHQNG,Northern General Hospital,S5 7AU,England,-1.4559654,53.4098214,E38000146,S5,Sheffield,Acute,North East and Yorkshire
northern_lincolnsh,northern_lincolnsh,RJL30,"Diana, Princess Of Wales Hospital",DN33 2BA,England,-0.09629309999999999,53.544883,E38000119,DN33,North East Lincolnshire,Acute,North East and Yorkshire
northern_lincolnsh,northern_lincolnsh,RJL32,Scunthorpe General Hospital,DN15 7BH,England,-0.6676027999999999,53.58760359999999,E38000122,DN15,North Lincolnshire,Acute,North East and Yorkshire
north_cumbria_inte,north_cumbria_inte,RNN62,Cumberland Infirmary,CA2 7HY,England,-2.9577955,54.8965043,E38000215,CA2,Carlisle,Acute,North East and Yorkshire
north_cumbria_inte,north_cumbria_inte,RNNBD,Keswick Hospital,CA12 5PH,England,-3.1398268,54.6067079,E38000215,CA12,Allerdale,Community,North East and Yorkshire
north_cumbria_inte,north_cumbria_inte,RNNBE,Penrith Hospital,CA11 8HX,England,-2.7432793,54.6570012,E38000215,CA11,Eden,Community,North East and Yorkshire
west_cumberland_ho,west_cumberland_ho,RNNBX,West Cumberland Hospital,CA28 8JG,England,-3.5631756,54.5302041,E38000215,CA28,Copeland,Acute,North East and Yorkshire
north_cumbria_inte,north_cumbria_inte,RNNCB,Cockermouth Hospital,CA13 9HT,England,-3.3585965,54.6668134,E38000215,CA13,Allerdale,Community,North East and Yorkshire
north_cumbria_inte,north_cumbria_inte,RNNCL,Copeland Unit,CA28 8JG,England,-3.5631756,54.5302041,E38000215,CA28,Copeland,Community,North East and Yorkshire
doncaster_and_bass,doncaster_and_bass,RP5BA,Bassetlaw Hospital,S81 0BD,England,-1.1102839,53.3165742,E38000008,S81,Bassetlaw,Acute,North East and Yorkshire
doncaster_and_bass,doncaster_and_bass,RP5DR,Doncaster Royal Infirmary,DN2 5LT,England,-1.1089416,53.5308046,E38000044,DN2,Doncaster,Acute,North East and Yorkshire
doncaster_and_bass,doncaster_and_bass,RP5MM,Montagu Hospital,S64 0AZ,England,-1.2849475,53.4998332,E38000044,S64,Doncaster,NA,North East and Yorkshire
gateshead_health_n,gateshead_health_n,RR7EN,Queen Elizabeth Hospital,NE9 6SX,England,-1.5807933,54.9393877,E38000212,NE9,Gateshead,Acute,North East and Yorkshire
leeds_teaching_hos,leeds_teaching_hos,RR801,Leeds General Infirmary,LS1 3EX,England,-1.5517479,53.8014611,E38000225,LS1,Leeds,Acute,North East and Yorkshire
leeds_teaching_hos,leeds_teaching_hos,RR813,St James's University Hospital,LS9 7TF,England,-1.5203626,53.8068853,E38000225,LS9,Leeds,Acute,North East and Yorkshire
the_newcastle_upon,the_newcastle_upon,RTD02,The Royal Victoria Infirmary,NE1 4LP,England,-1.6188686,54.98021989999999,E38000212,NE1,Newcastle,Acute,North East and Yorkshire
northumbria_health,northumbria_health,RTF86,Northumbria Specialist Emergency Care Hospital,NE23 6NZ,England,-1.5695066,55.0740961,E38000130,NE23,Northumberland,Acute,North East and Yorkshire
northumbria_health,northumbria_health,RTFED,Wansbeck Hospital,NE63 9JJ,England,-1.5466163,55.184315,E38000130,NE63,Northumberland,Acute,North East and Yorkshire
northumbria_health,northumbria_health,RTFFS,North Tyneside General Hospital,NE29 8NH,England,-1.4673532,55.0252484,E38000127,NE29,North Tyneside,Acute,North East and Yorkshire
south_tees_hospita,south_tees_hospita,RTRAT,The James Cook University Hospital,TS4 3BW,England,-1.2148194,54.551768,E38000162,TS4,Middlesbrough,Acute,North East and Yorkshire
humber_teaching_nh,humber_teaching_nh,RV901,Trust Headquarters,HU10 6ED,England,-0.4444829,53.7719919,E38000052,HU10,East Riding of Yorkshire,Community,North East and Yorkshire
university_hospitab,university_hospitab,RVWAE,University Hospital Of North Tees,TS19 8PE,England,-1.3475936,54.5828686,E38000075,TS19,Stockton-on-Tees,Acute,North East and Yorkshire
hull_university_te,hull_university_te,RWA01,Hull Royal Infirmary,HU3 2JZ,England,-0.3581523,53.7441342,E38000085,HU3,Kingston upon Hull,Acute,North East and Yorkshire
hull_university_te,hull_university_te,RWA16,Castle Hill Hospital,HU16 5JQ,England,-0.4449899,53.7767535,E38000052,HU16,East Riding of Yorkshire,Acute,North East and Yorkshire
calderdale_and_hud,calderdale_and_hud,RWY01,Huddersfield Royal Infirmary,HD3 3EA,England,-1.816339,53.6554891,E38000064,HD3,Kirklees,Acute,North East and Yorkshire
cumbria_northumber,cumbria_northumber,RX4E4,St Nicholas Hospital (Newcastle Upon Tyne),NE3 3XT,England,-1.6331144,55.0064946,E38000212,NE3,Newcastle,Mental,North East and Yorkshire
tees_esk_and_wear,tees_esk_and_wear,RX301,"Tees, Esk, Wear Valley Nhs Trust (Durham)",DL2 2TS,England,-1.591147,54.5434938,E38000042,DL2,Darlington,Acute,North East and Yorkshire
